#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;;;;;;;;
EVTNAME_RIRSEI_15;The Pope supports another king!;Le Pape soutient un autre roi !;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_15;Misery! This cursed Pope, who refuses to crown us, gave the imperial regalia of a reached king. While it is very powerful, but we will not let the Empire in his hands as easily; Misère ! Ce maudit Pape, qui refuse de nous couronner, a donné les regalia impériales à un roi parvenu. Certes, il est très puissant, mais nous ne laisserons pas tomber l'Empire entre ses mains aussi facilement !;;;;;;;;;;x;;;;;;;;;;
EVTOPTA_RIRSEI_15;War !;Guerre !;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_16;The Pope chose a king outside the Empire as the new emperor to overcome the current weakness of the King of the Romans! What should we do ?;Le Pape a choisi un roi extérieur à l'Empire comme nouveau empereur pour pallier à la faiblesse actuelle du Roi des romains ! Que devons nous faire ?;;;;;;;;;;x;;;;;;;;;;
EVTOPTA_RIRSEI_16;The Pope made the Emperor !; C'est le Pape qui fait l'Empereur ! ;;;;;;;;;;x;;;;;;;;;;
EVTOPTB_RIRSEI_16;The election made the Emperor !; C'est l'élection qui fait l'Empereur !;;;;;;;;;;x;;;;;;;;;;
EVTNAME_RIRSEI_17;A vassal of the Empire join us !; Un vassal de l'Empire nous rejoint !;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_17; Dear Emperor of the Romans, we recognize you as our true liege; Cher Empereur des Romains, nous vous reconnaissons comme notre véritable suzerain;;;;;;;;;;x;;;;;;;;;;
EVTOPTA_RIRSEI_17;Excellent !; Excellent !;;;;;;;;;;x;;;;;;;;;;
EVTNAME_RIRSEI_18;A vassal of the Empire refuses to recognize us !; Un vassal de l'Empire refuse de nous reconnaître !;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_18;You're an upstart and we refuse to obey a stranger!; Vous n'êtes qu'un parvenu et nous refusons d'obéir à un étranger !;;;;;;;;;;x;;;;;;;;;;
EVTOPTA_RIRSEI_18;Cursed !; Malédiction !;;;;;;;;;;x;;;;;;;;;;
EVTNAME_RIRSEI_19;The Pope crown us; Le Pape nous couronne Empereur;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_19;The Pope accepted my request, I am in possession of the imperial regalia !; Le Pape a accepté ma demande, me voilà en possession des regalia impériales !;;;;;;;;;;x;;;;;;;;;;
EVTOPTA_RIRSEI_19;I'm the new Emperor of the Romans !; Je suis le nouvel Empereur des romains !;;;;;;;;;;x;;;;;;;;;;
demander_imp_fr;Request Roman crown to the Pope;Demander la couronne romaine au Pape;;;;;;;;;;x;;;;;;;;;;
demander_imp_fr_desc;The Empire fell very low these days. The King of the Romans struggling to be recognized by the Pope. From our side, we have several lands and much of Christianity is thus governed by us. If we get the support of the Papacy, it is possible to claim the imperial crown.;L'Empire est tombé bien bas ces temps-ci. Le roi des Romains a du mal à se faire reconnaître par le Pape. De notre côté, nous possédons un grand royaume et une grande partie de la chrétienté se trouve ainsi régie par nous. Si nous obtenons le soutien de la Papauté, il est possible de réclamer la couronne impériale.;;;;;;;;;;x;;;;;;;;;;
creer_empire_russie_det;Proclaim ourservels Tsar autokratôr;Nous proclamer Tsar autokratôr;;;;;;;;;;x;;;;;;;;;;
creer_empire_russie_det_desc;The Roman Empire has fallen. The Orthodox Faith is in peril, but on our side our states are powerful and protect the true faith. On the other hand the Church needs a sword, a temporal emperor to protect her : it is up to us to proclaim ourselves Tsar autokratôr of all Russia, heirs of the Roman Empire ;L'Empire romain est tombé. La foi orthodoxe est en péril, mais de notre côté, nos états sont puissants et protègent la vraie foi. Mais l'Eglise a besoin d'une épée, d'un empereur temporel pour la protéger : il ne tient qu'à nous de se proclamer Tsar autokratôr de toutes les Russies, héritier de l'Empire romain.;;;;;;;;;;x;;;;;;;;;;
creer_empire_russie_fai;Usurp the title of Tsar autokratôr;Usurper le titre de Tsar autokratôr;;;;;;;;;;x;;;;;;;;;;
creer_empire_russie_fai_desc;The Roman Empire is weak, very weak. The Orthodox Faith is in peril, but on our side our states are powerful and protect the true faith. On the other hand the Church needs a sword, a temporal emperor to protect her : it is up to us to proclaim ourselves Tsar autokratôr of all Russia, heirs of the Roman Empire;L'Empire romain est faible, très faible. La foi orthodoxe est en péril, mais de notre côté, nos états sont puissants et protègent la vraie foi. Mais l'Eglise a besoin d'une épée, d'un empereur temporel pour la protéger : il ne tient qu'à nous de se proclamer Tsar autokratôr de toutes les Russies, héritier de l'Empire romain.;;;;;;;;;;x;;;;;;;;;;
EVTNAME_RIRSEI_20;Tsar Autokratôr;Tsar Autokratôr;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_20;The Roman Empire is eternal! Sure Costantinople has fallen, but we salvaged the cultural and religions heritage of the Empire. Such is our power that it comes to equate that of the ancient roman emperors. The Patriarchs of Moscow and Costantinople accepted to recognize us Tsar Autocratôr of all Russia, defender of the roman orthodox faith, protector of the slavs !; L'Empire romain est éternel ! Certes, Constantinople est tombé, mais nous avons recueilli l'héritage culturel et religieux de l'Empire. Notre puissance est telle qu'elle égale celles des anciens empereurs romains. Le Patriarche de Moscou et celui de Constantinople ont acceptés de nous reconnaître comme Tsar Autocratôr de toutes les Russies, défenseur de la foi orthodoxe romaine, défenseur des slaves !;;;;;;;;;;x;;;;;;;;;;
EVTOPTA_RIRSEI_20;Long live the Tsar, long live the Empire !; Vive le Tsar, vive l'Empire !;;;;;;;;;;x;;;;;;;;;;
EVTNAME_RIRSEI_21;Tsar Autokratôr;Tsar Autokratôr;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_21;The Roman Empire must survive! Sure, the Basileus Autokratôr of the Romans is strongly disappointed by our proclamation but our power comes to equate that of the ancient roman emperors. The Patriarchs of Moscow accepted to crown us Tsar Autocratôr of all Russia, defender of the roman orthodox faith, protector of the slavs !; L'Empire romain doit survivre ! Certes, le Basileus Autokratôr des Romains est fort mécontent de notre proclamation, mais notre puissance est telle qu'elle égale celles des anciens empereurs romains. Le Patriarche de Moscou a accepté de nous reconnaître comme Tsar Autokratôr de toutes les Russies, défenseur de la foi orthodoxe romaine, défenseur des slaves !;;;;;;;;;;x;;;;;;;;;;
EVTOPTA_RIRSEI_21;Long live the Tsar, long live the Empire !; Vive le Tsar, vive l'Empire !;;;;;;;;;;x;;;;;;;;;;
emp_byz_outre;The Basileus is strongly disappointed by the Russian sovereign proclamation since he claims to be autokratôr;Le Basileus est fort mécontent de la proclamation du souverain des Russies qui se considère comme autokratôr ;;;;;;;;;;x;;;;;;;;;;
EVTNAME_RIRSEI_22;Tsar Autokratôr !;Tsar Autokratôr !;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_22;That miserable barbarian of the Russian sovereign dared to claim the title of Caesar Autokratôr for himself ! It's an attack to our imperial dignity !;;;;;;;;;;; Le misérable barbare qu'est le souverain des Russes a osé se proclamer César Autokratôr ! C'est une atteinte à notre dignité impériale !;;;;;;;;;;x
EVTOPTA_RIRSEI_22;Damnation !; Malédiction !;;;;;;;;;;x;;;;;;;;;;
emp_byz_outre_serb;The Basileus is strongly disappointed by the Serb sovereign proclamation since he claims to be the Basileus of Serbs and Romans !;Le Basileus est fort mécontent de la proclamation du souverain de la Serbie qui se considère comme Basileus des Serbes et des Romains !;;;;;;;;;;x;;;;;;;;;;
creer_empire_serbie_det;Proclaim ourselves Basileus of Serbs and Romans;Nous proclamer Basileus des Serbes et des Romains;;;;;;;;;;x;;;;;;;;;;
creer_empire_serbie_det_desc;The Roman Empire has fallen. The Orthodox Faith is in peril, but on our side our states are powerful and protect the true faith. On the other hand the Church needs a sword, a temporal emperor to protect her : it is up to us to proclaim ourselves Basileus Tsar of Serbs and Romans, heir of the Roman Empire.;L'Empire romain est tombé. La foi orthodoxe est en péril, mais de notre côté, nos états sont puissants et protègent la vraie foi. Mais l'Eglise a besoin d'une épée, d'un empereur temporel pour la protéger : il ne tient qu'à nous de se proclamer Basileus Tsar des Serbes et des Romains, héritier de l'Empire romain.;;;;;;;;;;x;;;;;;;;;;
creer_empire_serbie_fai;Usurp the title of Basileus of Serbs and Romans;Usurper le titre de Basileus des Serbes et des Romains;;;;;;;;;;x;;;;;;;;;;
creer_empire_serbie_fai_desc;The Roman empire is weak, very weak. The Orthodox faith is in peril,  but on our side we are strong and protect the true faith. The monks of Mount Athos and the Church clergy implore us to breathe new life into the christian empire by leading it, even displeasing the current emperor;L'Empire romain est faible, très faible. La foi orthodoxe est en péril, mais de notre côté, nos états sont puissants et protègent la vraie foi. Les moines du Mont Athos et le clergé de l'Eglise nous implorent de redonner un souffle nouveau à l'Empire chrétien en prenant sa tête, quitte à déplaire à l'actuel empereur;;;;;;;;;;x;;;;;;;;;;
EVTNAME_RIRSEI_23;Basileus Tsar of Serbs and Romans;Basileus Tsar des Serbes et des Romains;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_23;The Roman Empire is eternal! Sure Costantinople has fallen, but we salvaged the cultural and religions heritage of the Empire. Such is our power that it comes to equate that of the ancient roman emperors. The Patriarch of Costantinople and the Monks of Mount Athos accepted to recognize us as Basileus Tsar of Serbs and Romans, defender of Roman Orthodoxy !; L'Empire romain est éternel ! Certes, Constantinople est tombé, mais nous avons recueilli l'héritage culturel et religieux de l'Empire. Notre puissance est telle qu'elle égale celles des anciens empereurs romains. Le Patriarche de Constantinople et les moines du Mont Athos ont acceptés de nous reconnaître comme Basileus Tsar des Serbes et des Romains, défenseur de la foi orthodoxe romaine !;;;;;;;;;;x;;;;;;;;;;
EVTOPTA_RIRSEI_23;Long live the Tsar, long live the Empire !; Vive le Tsar, vive l'Empire !;;;;;;;;;;x;;;;;;;;;;
EVTNAME_RIRSEI_24;Basileus Tsar of Serbs and Romans;Basileus Tsar des Serbes et des Romains;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_24;The Roman Empire must survive ! Sure, the Basileus Autokratôr of the Romans is strongly disappointed by our proclamation but our power comes to equate that of the ancient roman emperors and the Orthodox Church granted us the sword and shield of faith while the Basileis of the Romans fall more and more into ruin. The clergy and the monks of Mount Athos recognized us as Basileus Tsar of Serbs and Romans, defender of the Roman Orthodox faith !; L'Empire romain doit survivre ! Certes, le Basileus des Romains est fort mécontent de notre proclamation, mais notre puissance est telle qu'elle égale celles des anciens empereurs romains, et l'Eglise orthodoxe en reconnu en nous l'épée et le bouclier de la foi, alors que les Basileis des Romains tombent de plus en plus dans la ruine. Le clergé et les moines du Mont Athos nous ont reconnu comme Basileus Tsar des Serbes et des Romains, défenseur de la foi orthodoxe romaine ! ;;;;;;;;;;x;;;;;;;;;;
EVTOPTA_RIRSEI_24;Long live the Tsar, Long live the Empire !; Vive le Tsar, vive l'Empire !;;;;;;;;;;x;;;;;;;;;;
EVTNAME_RIRSEI_25;Basileus Tsar of Serbs and Romans;Basileus Tsar des Serbes et des Romains;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_25;That miserable barbarian of the Serbs sovereign dared to claim himself Caesar Basileus ! It's an attack to our imperial dignity !; Le misérable barbare qu'est le souverain des Serbes a osé se proclamer César Autokratôr Basileus ! C'est une atteinte à notre dignité impériale !;;;;;;;;;;x;;;;;;;;;;
EVTOPTA_RIRSEI_25;Damnation; Malédiction !;;;;;;;;;;x;;;;;;;;;;
e_serbia;Basileia tès Serbias kai Rhômanias;Basileia tes Serbias kai Rhômanias;Polen;;Polonia;;;;;;;;;x;;;;;;;;
e_serbia_adj;Serbe;Serbe;Polnischer;;Polaca;;;;;;;;;x;;;;;;;;
emp_byz_outre_bul;The Basileus is strongly disappointed by the Bulgarian sovereign proclamation since he claims to be Basileus of Bulgarians and Romans !;Le Basileus est fort mécontent de la proclamation du souverain de la Bulgarie qui se considère comme Basileus des Bulgares et des Romains !;;;;;;;;;;x;;;;;;;;;;
e_bulgaria;Basileia tès Boulgarias kai Rhômanias;Basileia tes Boulgarias kai Rhômanias;Bulgarien;;Bulgaria;;;;;;;;;x;;;;;;;;
e_bulgaria_adj;Bulgarian;Bulgare;Bulgarischer;;Búlgara;;;;;;;;;x;;;;;;;;
creer_empire_bulgarie_det;Proclaim ourserves Basileus of Bulgars and Romans;Nous proclamer Basileus des Bulgares et des Romains;;;;;;;;;;x;;;;;;;;;;
creer_empire_bulgarie_det_desc;The Roman Empire has fallen. The orthodox faith is in peril, but on our side our states are strong and protect the true faith. On the other hand the Church needs a sword, a temporal emperor to protect her : it is up to us to proclaim ourselves Basileus Tsar of Bulgars and Romans, heir of the Roman Empire;L'Empire romain est tombé. La foi orthodoxe est en péril, mais de notre côté, nos états sont puissants et protègent la vraie foi. Mais l'Eglise a besoin d'une épée, d'un empereur temporel pour la protéger : il ne tient qu'à nous de se proclamer Basileus Tsar des Bulgares et des Romains, héritier de l'Empire romain.;;;;;;;;;;x;;;;;;;;;;
creer_empire_bulgarie_fai;Usurp the title of Basileus of Bulgars and Romans;Usurper le titre de Basileus des Bulgares et des Romains;;;;;;;;;;x;;;;;;;;;;
creer_empire_bulgarie_fai_desc;The Roman Empire is weak, very weak. The Orthodox Faith is in peril, but on our side our states are powerful and protect the true faith. The monks of Mount Athos and the Church implore us to breathe new life into the christian empire by leading it, even displeasing the current emperor;L'Empire romain est faible, très faible. La foi orthodoxe est en péril, mais de notre côté, nos états sont puissants et protègent la vraie foi. Les moines du Mont Athos et le clergé de l'Eglise nous implorent de redonner un souffle nouveau à l'Empire chrétien en prenant sa tête, quitte à déplaire à l'actuel empereur;;;;;;;;;;x;;;;;;;;;;
EVTNAME_RIRSEI_26;Basileus Tsar of Bulgars and Romans;Basileus Tsar des Bulgares et des Romains;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_26;The Roman Empire is eternal! Sure Costantinople has fallen, but we salvaged the cultural and religions heritage of the Empire. Such is our power that it comes to equate that of the ancient roman emperors. The Patriarchs of Costantinople and the monks of Mount Athos accepted to recognize us as Basileus Tsar of Bulgars and Romans, defender of the roman orthodox faith !; L'Empire romain est éternel ! Certes, Constantinople est tombé, mais nous avons recueilli l'héritage culturel et religieux de l'Empire. Notre puissance est telle qu'elle égale celles des anciens empereurs romains. Le Patriarche de Constantinople et les moines du Mont Athos ont acceptés de nous reconnaître comme Basileus Tsar des Bulgares et des Romains, défenseur de la foi orthodoxe romaine !;;;;;;;;;;x;;;;;;;;;;
EVTOPTA_RIRSEI_26;Long live the Tsar, long live the Empire !;Vive le Tsar, vive l'Empire !;;;;;;;;;;x;;;;;;;;;;
EVTNAME_RIRSEI_27;Basileus Tsar of Bulgars and Romans;Basileus Tsar des Bulgares et des Romains;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_27;The Roman Empire must survive ! Sure, the Basileus of the Romans is strongly disappointed by our proclamation but our power comes to equate that of the ancient roman emperors and the Orthodox Church granted us the sword and shield of faith while the Basileis of the Romans fall more and more into ruin. Like Simeon I we claim the title of Tsar and Basileus of Bulgars and Romans !;L'Empire romain doit survivre ! Certes, le Basileus des Romains est fort mécontent de notre proclamation, mais notre puissance est telle qu'elle égale celles des anciens empereurs romains, et l'Eglise orthodoxe en reconnu en nous l'épée et le bouclier de la foi, alors que les Basileis des Romains tombent de plus en plus dans la ruine. Comme Siméon Ier, nous réclamons le titre de Tsar et de Basileus des Bulgares et des Romains !;;;;;;;;;;x;;;;;;;;;;
EVTOPTA_RIRSEI_27;Long live the Tsar, long live the Empire !; Vive le Tsar, vive l'Empire !;;;;;;;;;;x;;;;;;;;;;
EVTNAME_RIRSEI_28;Basileus Tsar of Bulgars and Romans;Basileus Tsar des Bulgares et des Romains;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_28;That miserable barbarian of the Bulgarians sovereign dared to claim himself Caesar Basileus ! It's an attack to our imperial dignity !; Le misérable barbare qu'est le souverain des Bulgares a osé se proclamer César Basileus ! C'est une atteinte à notre dignité impériale !;;;;;;;;;;x;;;;;;;;;;
EVTOPTA_RIRSEI_28;Damnation !; Malédiction !;;;;;;;;;;x;;;;;;;;;;
reno_byz;Seize the Empire of the Romans;S'emparer de l'Empire des Romains;;;;;;;;;;x;;;;;;;;;;
reno_byz_desc;Even if we retain the title of Basileus of the Romans, most of bordering power and of the roman clergy look at us as like towards a barbarian parvenu. To show everyone we are the real heir of the Roman Empire we must absolutely retake Constantinople !;Même si nous portons le titre de Basileus des Romains, la plupart des puissances voisines et la majorité du clergé romain nous regardent comme des parvenus barbares. Afin de montrer à tous que nous sommes les véritables héritiers de l'Empire, il nous faut absolument reprendre Constantinople !;;;;;;;;;;x;;;;;;;;;;
EVTNAME_RIRSEI_29;Basileus tôn Rhômaiôn;Basileus tôn Rhômaiôn;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_29;The Conquest of Constantinople allows us to affirm our imperial title to the clergy, the rhômaioi population and the whole world. More and more people don't see us as a parvenu barbarian anymore but as thé real Basileus of the Orient. God granted his blessing to our dynasty since we restored the Basileia tôn Rhômaiôn in all his glory !  We are the blessed defenders of the true faith and the Church against pagans and barbarians !; La prise de Constantinople a permis d'affirmer notre titre impérial aux yeux du clergé, de la population rhômaioi, et du monde entier. Plus personne ne nous considère désormais comme un Tsar parvenu et barbare mais comme le vrai Basileus d'Orient. Dieu nous a accordé sa bénédiction à notre dynastie, car nous sommes ceux qui ont restaurés dans toute sa splendeur la Basileia tôn Rhômaiôn ! Nous sommes les défenseurs bénis de la vraie foi et l'Eglise contre tous les païens et les barbares !;;;;;;;;;;x;;;;;;;;;;
EVTOPTA_RIRSEI_29;Renovatio Imperii !; Renovatio Imperii !;;;;;;;;;;x;;;;;;;;;;
frankish;Langue d'oïl;Langue d'oïl;Fränkisch;;Francesa;;;;;;;;;x;;;;;;;;
occitan;Langue d'oc;Langue d'oc;Okzitanisch;;Occitana;;;;;;;;;x;;;;;;;;
e_russia;Russia;;;;;;;;;x;;;;;;;;;;
relique_jacques;Protector of the Relics of Santiago;Protecteur des reliques de St-Jacques;;;;;;;;;;x;;;;;;;;;;
relique_jacques_desc;This Spanish monarch monitoring Santiago de Compostela with the relics of Matamoros. This allows him to enjoy a good reputation among the clergy and the Christian world.;Ce monarque espagnol contrôle Saint-Jacques de Compostelle avec les reliques du Matamore. Cela lui permet de jouir d'une bonne réputation auprès du clergé et du monde chrétien.;;;;;;;;;;x;;;;;;;;;;
protecrelique;Become the protector of the relics of Santiago.; Devenir le protecteur des reliques de Saint-Jacques;;;;;;;;;;x;;;;;;;;;;
protecrelique_desc;Santiago is the patron saint of Spain. He saved Christendom against the Moors appearing in Clavijo and his tomb is one of the most frequented pilgrimage centers in the Christian world. Check Santiago de Compostela can be placed under his patronage and improve our relations with the clergy.;Saint-Jacques est le saint patron des Espagnes. Il a sauvé la chrétienté contre les Maures en apparaissant à Clavijo, et son tombeau est l'un des lieux de pélerinages les plus fréquentés du monde chrétien. Contrôler Saint-Jacques de Compostelle permet de se placer sous son patronage et d'améliorer nos relations avec le clergé.;;;;;;;;;;x;;;;;;;;;;
EVTNAME_RIRSEI_30;Santiago Matamoros;Santiago Matamoros;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_30;When the Visigothic Kingdom fell against the Moors, when Asturias, the last pocket of Christian resistance, nearly disappeared,Santiago appeared and saved us all. Because his tomb has a huge reputation throughout the Christian world, we take glory and piety of his victory.; Lorsque le royaume wisigoth chuta face aux Maures, lorsque les Asturies, dernière poche de résistance chrétienne, faillirent disparaître, Santiago, Saint-Jacques, apparu et nous sauva tous. Parce que son tombeau jouit d'une immense réputation dans tout le monde chrétien, nous tirons gloire et piété de son contrôle.;;;;;;;;;;x;;;;;;;;;;
EVTOPTA_RIRSEI_30;Santiago protect us!; Saint-Jacques nous protège !;;;;;;;;;;x;;;;;;;;;;
EVTNAME_RIRSEI_31;Santiago Matamoros;Santiago Matamoros;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_31;Since we have lost control of Santiago de Compostela, it is normal for us to lose the benefits; Puisque nous avons perdu le contrôle de Saint-Jacques de Compostelle, il est normal que nous perdons aussi les bénéfices;;;;;;;;;;x;;;;;;;;;;
EVTOPTA_RIRSEI_31;Santiago doesn't protect us; Saint-Jacques ne nous protège plus !;;;;;;;;;;x;;;;;;;;;;
defenseur_chretiente;Athleta Christi;Athleta Christi;;;;;;;;;;x;;;;;;;;;;
defenseur_chretiente_desc;The Holy Father gave the title of Athleta Christi to the Spanish monarch who struggles valiantly against the infidels. He brings glory, piety, and better relations with the Catholic Iberian monarchs and military orders to direct the Reconquista ;Le Saint-Père a donné le titre de Athleta Christi à ce monarque espagnol qui lutte vaillament contre les infidèles. Il en tire gloire, piété, et de meilleures relations avec les monarques ibériques catholiques et les ordres militaires afin de diriger la Reconquista;;;;;;;;;;x;;;;;;;;;;
defenseur_ordre;The Grand Master gives you confidence thanks to the title of Athleta Christi ; Ce Grand Maître vous accorde sa confiance grâce au titre de Bouclier de la chrétienté;;;;;;;;;;x;;;;;;;;;;
defenseur_ibe;This Iberian monarch grants to you his trust as leader of the Reconquista; Ce monarque ibérique vous accorde sa confiance comme chef de la Reconquista;;;;;;;;;;x;;;;;;;;;;
defensor_christ;Ask the Pope for the title of Athleta Christi;Demander au Pape le titre de Athleta Christi;;;;;;;;;;x;;;;;;;;;;
defensor_christ_desc;Our kingdom is at the forefront in the fight against the infidels. Praise Santiago Matamoros, we have already had some success against the followers of Mohammed. To crown our success and to better coordinate our efforts with the military orders and the Iberian monarchies, ask the Pope to recognize us as the Shield of Christendom; Notre royaume est au premier plan dans la lutte contre les infidèles. Loué soit Santiago Matamoros, nous avons déjà remporté quelques succès contre les Mahométants. Pour couronner notre réussite et pour mieux coordonner nos efforts avec les ordres militaires et les monarchies ibériques, demandons que le Pape nous reconnaisse comme étant le Bouclier de la chrétienté;;;;;;;;;;x;;;;;;;;;;
EVTNAME_RIRSEI_32;Athleta Christi;Athleta Christi;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_32;In his last encyclical letter, the Holy Father says we are the shield of Christianity and as Christians we must guide efforts against the followers of Mohammed in Spain. The title of Athleta Christi, in addition to crown our victorious military campaigns, also allows us to significantly improve our relations with the military orders and other Catholic monarchs in Iberia to better direct the Reconquista;Dans sa dernière encyclique, le Saint-Père affirme que nous sommes le Bouclier de la chrétienté et que nous devons guider les efforts chrétiens contre les Mahométans dans les Espagnes. Le titre de Athleta Christi, en plus de couronner nos campagnes militaires victorieuses, permet aussi d'améliorer nettement nos relations avec les ordres militaires et les autres monarques catholiques ibériques afin de mieux diriger la Reconquista;;;;;;;;;;x;;;;;;;;;;
EVTOPTA_RIRSEI_32;We are the shield of Christ!; Nous sommes le bouclier du Christ !;;;;;;;;;;x;;;;;;;;;;
EVTNAME_RIRSEI_33;Athleta Christi;Athleta Christi;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_33;In his last encyclical letter, the Holy Father says we are the shield of Christianity and as Christians we must guide efforts against the followers of Mohammed in Spain. We hope that you will support us in this endeavor, Yours [From.GetTitledName];Dans sa dernière encyclique, le Saint-Père affirme que nous sommes le Bouclier de la chrétienté et que nous devons guider les efforts chrétiens contre les Mahométans dans les Espagnes. Nous espérons que vous nous soutiendrez dans cette entreprise, Votre dévoué [From.GetTitledName];;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_RIRSEI_33;Death to the followers of Mohammed!; Mort aux Mahométants !;;;;;;;;;;x;;;;;;;;;;
EVTNAME_RIRSEI_34;Athleta Christi;Athleta Christi;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_34;In his last encyclical letter, the Holy Father says we are the shield of Christianity and as Christians we must guide efforts against the followers of Mohammed in Spain. We hope that you will support us in this endeavor.;;;;;;;;;;;;;;;;;;;;;
Yours [From.GetTitledName];Dans sa dernière encyclique, le Saint-Père affirme que nous sommes le Bouclier de la chrétienté et que nous devons guider les efforts chrétiens contre les Mahométans dans les Espagnes. Nous espérons que vous nous soutiendrez dans cette entreprise.;;;;;;;;;;;;;;;;;;;;;
Votre dévoué [From.GetTitledName];;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_RIRSEI_34;Death to the followers of Mohammed!; Mort aux Mahométants !;;;;;;;;;;x;;;;;;;;;;
royaume_espagne;Proclaim the Unión de Armas;Proclamer la Unión de Armas;;;;;;;;;;x;;;;;;;;;;
royaume_espagne_desc;Since the fall of the Visigothic monarchy, the Spanish people were no longer united under a single authority. Despite the attempts of the kings of Asturias, it was several kingdoms who led the Reconquista. But we control most of the major titles of Spain. Even if we manage to drive the followers of Mohammed out of Spain and control a large part of the peninsula, it is necessary that we use overwhelming force against the nobles so they will accept the Unión de Armas.;Depuis la chute de la monarchie wisigothique, les Espagnes ne furent plus unies sous un seul pouvoir. Malgré les tentatives des rois d'Asturies et des Empereurs, ce furent plusieurs royaumes qui menèrent la Reconquista. Mais nous contrôlons la majorité des titres principaux des Espagnes. Même si nous réussissons à bouter les Mahométans hors des Espagnes et à contrôler une vaste partie de la péninsule, il faut que notre pouvoir soit écrasant pour forcer les nobles à accepter la Unión de Armas. ;;;;;;;;;;x;;;;;;;;;;
EVTNAME_RIRSEI_898989;Unión de Armas;Unión de Armas;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_898989;When the Mohammedans crossed the aptly named Strait of Gibraltar, they ended the Visigothic monarchy that ruled a unified Spain. Since we have got rid of Muslims and have channeled the Visigothic legacy - our dynasty, our power, our prestige and our titles - we decided to unite the crowns of Spain and our arms under a single union. ;Lorsque que les Mahométans traversèrent le bien-nommé détroit de Gibraltar, ils mirent fin à la monarchie wisigothique qui régnait sur une Espagne unifiée. Vu que nous nous sommes débarrassés des musulmans et grâce à une active propagande sur l'origine (fictive ou réelle) wisigothique de notre dynastie, notre puissance, notre prestige et nos titres, nous avons décidé d'unir les couronnes d'Espagnes et leurs armes sous une seule et même union.;;;;;;;;;;x;;;;;;;;;;
EVTOPTA_RIRSEI_898989;Long live Rex Hispaniorum !;Vive le Rex Hispaniorum !;;;;;;;;;;x;;;;;;;;;;
EVTNAME_RIRSEI_909090;Kingdom of the Britons;Royaume des Bretons;;;;;;;;;;x;;;;;;;;;;
EVTDESC_RIRSEI_909090;Since the invasion of the Anglo-Saxons and Normans, the old title of Rex Britonnum, King of the Britons, fell into decay. But the return of a Celtic dynasty to the throne of England helped resurrect the old customs. Now a king rule over the Britannia !;Depuis l'invasion des Anglo-saxons et des Normands, le vieux titre de Rex Britonnum, roi des Bretons, est tombé dans la déchéance. Mais le retour d'une dynastie celte au trône de l'Angleterre a permis de ressuciter les vieilles coutumes. Désormais, un roi règne sur la Britannia !;;;;;;;;;;x;;;;;;;;;;
EVTOPTA_RIRSEI_909090;Long live the Rex Britonnum; Vive le Rex Britonnum !;;;;;;;;;;x;;;;;;;;;;
royaume_bretwalda;Wear the title of king of the Britons;Porter le titre de roi des Bretons;;;;;;;;;;x;;;;;;;;;;
royaume_bretwalda_desc;A Celt dynasty reigns over the Anglo-Saxons. It is time to conduct the restoration of Britannia ! ;Une dynastie celte règne sur les Anglo-saxons. Il est temps de mener la restauration de la Britannia à son terme !;;;;;;;;;;x;;;;;;;;;;
const_venise;Make Constantinople our capital;Faire de Constantinople notre capitale;;;;;;x;;;;;;;;;;;;;;
